,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
11,12.0,Tomas Holmström,36.0,RW,53,14,23,37,18,38,6,8,0,1,19.0,4.0,0.0,75,18.7,809.0,15:16,3.0,1.4,4.3,4.0,48,3.0,5.0,37.5
12,13.0,Tomas Kopecky,26.0,RW,79,6,13,19,-7,46,4,1,1,2,11.0,2.0,0.0,110,5.5,823.0,10:25,0.2,0.4,0.6,13.0,107,36.0,43.0,45.6
13,14.0,Kris Draper,37.0,C,79,7,10,17,-13,40,6,0,1,2,9.0,0.0,1.0,93,7.5,947.0,11:59,-0.2,0.2,0.0,20.0,102,594.0,393.0,60.2
14,15.0,Brett Lebda,27.0,D,65,6,10,16,9,48,6,0,0,1,10.0,0.0,0.0,69,8.7,887.0,13:39,1.2,2.2,3.4,15.0,30,1.0,0.0,100.0
15,16.0,Brad Stuart,29.0,D,67,2,13,15,-3,26,1,1,0,0,13.0,0.0,0.0,105,1.9,1355.0,20:13,0.2,2.0,2.2,98.0,154,0.0,0.0,
16,17.0,Andreas Lilja,33.0,D,60,2,11,13,13,66,2,0,0,0,11.0,0.0,0.0,60,3.3,1020.0,17:00,0.3,2.7,3.1,90.0,93,0.0,1.0,0.0
17,18.0,Kirk Maltby,36.0,LW,78,5,6,11,-9,28,5,0,0,1,6.0,0.0,0.0,58,8.6,713.0,9:08,-0.4,0.2,-0.2,23.0,64,4.0,6.0,40.0
18,19.0,Ville Leino,25.0,LW,13,5,4,9,5,6,5,0,0,1,4.0,0.0,0.0,17,29.4,165.0,12:42,1.0,0.3,1.3,1.0,3,7.0,5.0,58.3
19,20.0,Derek Meech,24.0,D,41,2,5,7,-12,12,2,0,0,0,4.0,1.0,0.0,44,4.5,412.0,10:03,0.4,-0.3,0.2,19.0,36,0.0,2.0,0.0
20,21.0,Jonathan Ericsson,24.0,D,19,1,3,4,-1,15,1,0,0,0,3.0,0.0,0.0,25,4.0,336.0,17:40,0.1,0.5,0.6,12.0,28,0.0,0.0,
21,22.0,Aaron Downey,34.0,RW,4,1,1,2,0,7,1,0,0,0,1.0,0.0,0.0,2,50.0,21.0,5:13,0.3,0.0,0.3,1.0,11,0.0,0.0,
22,23.0,Chris Osgood,36.0,G,46,0,2,2,0,8,0,0,0,0,,,,0,,2663.0,57:53,0.0,0.0,4.3,0.0,0,0.0,0.0,
23,24.0,Darren McCarty,36.0,RW,13,1,0,1,-2,25,1,0,0,0,0.0,0.0,0.0,6,16.7,69.0,5:17,0.0,0.0,0.0,2.0,4,2.0,3.0,40.0
24,25.0,Darren Helm,22.0,C,16,0,1,1,-7,4,0,0,0,0,1.0,0.0,0.0,29,0.0,199.0,12:26,-0.5,-0.1,-0.6,4.0,37,74.0,58.0,56.1
25,26.0,Justin Abdelkader,21.0,LW,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,19.0,9:18,-0.1,0.0,0.0,0.0,3,4.0,3.0,57.1
26,27.0,Chris Chelios,47.0,D,28,0,0,0,1,18,0,0,0,0,0.0,0.0,0.0,14,0.0,327.0,11:40,-0.4,0.6,0.2,12.0,22,0.0,0.0,
27,28.0,Ty Conklin,32.0,G,40,0,0,0,0,4,0,0,0,0,,,,0,,2246.0,56:09,0.0,0.0,6.2,0.0,0,0.0,0.0,
28,29.0,Jimmy Howard,24.0,G,1,0,0,0,0,0,0,0,0,0,,,,0,,59.0,58:36,0.0,0.0,0.0,,0,,,
