,Rk,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%
15,16.0,Nick Jensen,27.0,D,81,0,15,15,-8,27,0,0,0,0,14,1,0,107,0.0,1317.0,16:15,-0.1,2.5,2.4,88.0,71,0.0,0.0,
16,17.0,Jonathan Ericsson,33.0,D,81,3,10,13,-7,47,3,0,0,0,9,0,1,86,3.5,1564.0,19:19,-0.3,3.2,2.8,84.0,133,1.0,0.0,100.0
17,18.0,Danny DeKeyser,27.0,D,65,6,6,12,2,28,6,0,0,0,6,0,0,65,9.2,1321.0,20:19,0.2,3.3,3.5,125.0,76,0.0,0.0,
18,19.0,Xavier Ouellet,24.0,D,45,0,7,7,-3,6,0,0,0,0,7,0,0,57,0.0,624.0,13:51,-0.1,1.2,1.2,43.0,36,0.0,0.0,
19,20.0,David Booth,33.0,LW,28,4,1,5,-5,10,4,0,0,0,0,1,0,33,12.1,195.0,6:58,0.4,0.0,0.4,7.0,23,4.0,6.0,40.0
20,21.0,Evgeny Svechnikov,21.0,LW,14,2,2,4,-2,8,2,0,0,0,2,0,0,15,13.3,123.0,8:49,0.3,0.1,0.3,6.0,15,1.0,4.0,20.0
21,22.0,Luke Witkowski,27.0,D,31,1,3,4,-1,68,1,0,0,0,3,0,0,16,6.3,213.0,6:53,0.2,0.4,0.7,11.0,57,1.0,1.0,50.0
22,23.0,Joe Hicketts,21.0,D,5,0,3,3,5,2,0,0,0,0,2,1,0,2,0.0,87.0,17:21,0.2,0.6,0.8,12.0,9,0.0,0.0,
23,24.0,Jimmy Howard,33.0,G,60,0,1,1,0,10,0,0,0,0,0,0,1,0,,3368.0,56:08,0.0,0.0,9.4,0.0,0,0.0,0.0,
24,25.0,Jared Coreau,26.0,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,380.0,54:21,0.0,0.0,0.1,0.0,0,0.0,0.0,
25,26.0,Brian Lashoff,27.0,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,4:02,0.0,0.0,0.0,,0,,,
26,27.0,Petr Mrazek,25.0,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,1184.0,53:48,0.0,0.0,3.3,0.0,0,0.0,0.0,
27,28.0,Riley Sheahan,26.0,C,8,0,0,0,0,4,0,0,0,0,0,0,0,5,0.0,72.0,9:03,-0.2,0.1,-0.1,4.0,6,8.0,11.0,42.1
28,29.0,Dominic Turgeon,21.0,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,46.0,9:14,-0.1,0.0,-0.2,8.0,3,7.0,14.0,33.3
29,30.0,Scott Wilson,25.0,C,17,0,0,0,-1,0,0,0,0,0,0,0,0,10,0.0,127.0,7:28,-0.4,0.1,-0.2,5.0,22,3.0,1.0,75.0
